log,summary
ERROR service=cart-service fn=flushBuffer tls=handshake_failed reason=certificate_expired expired_days=32,Connections to cart-service are failing because its TLS certificate expired 32 days ago; flushBuffer rejects the handshake.
WARN service=backup-agent table=invoices elapsed_ms=30000 fn=decodePayload msg=statement timeout,A statement from backup-agent against invoices ran past the 30000ms timeout and was cancelled in decodePayload.
WARN service=auth-gateway endpoint=/api/v1/uploads limit_per_min=600 code=429 retry_after_s=15,Rate limiting kicked in on /api/v1/uploads — over 600/min — and auth-gateway now answers 429 with retry-after 15s.
[ALERT] backup-agent: 401 on /api/v1/search — expired credentials (599m past validity),backup-agent returned 401 for /api/v1/search because the caller's token expired 599 minutes earlier.
WARN service=order-api endpoint=/api/v1/sessions limit_per_min=600 code=429 retry_after_s=60,Traffic to /api/v1/sessions passed 600 requests per minute and order-api began returning 429 (retry after 60s).
Upstream catalog-api returned 502 for /api/v1/sessions after 10587ms. Circuit breaker in search-indexer is now open.,"The catalog-api upstream is failing /api/v1/sessions with 502, so search-indexer stopped sending traffic (breaker open)."
ERROR service=backup-agent fn=startContainer db_port=9042 code=111 msg=connection refused elapsed_ms=6683,"The database on port 9042 refused backup-agent's connection attempt in startContainer, failing with code 111."
"[ALERT] startup failure in feed-aggregator: API_BASE_URL unset, decodePayload cannot continue",Startup of feed-aggregator aborted in decodePayload — the required API_BASE_URL setting was never provided.
ERROR service=email-dispatcher host=worker-b oom_killed=true limit=2048Mi function=syncReplica exit=137,email-dispatcher on worker-b ran out of memory: syncReplica crossed the 2048Mi limit and the container exited with code 137.
ERROR service=geo-resolver role=reporting_ro table=products code=42501 msg=permission denied,Error 42501 in runMigration: the reporting_ro role used by geo-resolver has no access to products.
FATAL service=cart-service fn=handleRequest missing_env=API_BASE_URL exit=1,Startup of cart-service aborted in handleRequest — the required API_BASE_URL setting was never provided.
Container payment-worker on node-10 terminated unexpectedly. Exit code 137. Process fetchUpstream exceeded the memory limit of 256Mi.,An out-of-memory kill terminated payment-worker on node-10 (exit 137); the fetchUpstream process breached the 256Mi cap.
ERROR service=cart-service host=node-10 mount=/tmp used_pct=99 fn=writeSnapshot msg=no space left on device,Writes from cart-service on node-10 are failing because volume /tmp is 99% full — writeSnapshot hit 'no space left on device'.
"[ERROR] container runtime killed auth-gateway on node-09: memory limit 512Mi reached inside flushBuffer, exit code 137",The auth-gateway container on node-09 was killed with exit code 137 after flushBuffer exceeded its 512Mi memory limit.
Name resolution failed for upstream thumbnail-worker: NXDOMAIN. payment-worker cannot reach it from node-06.,"DNS resolution of thumbnail-worker failed with NXDOMAIN, leaving payment-worker on node-06 unable to connect."
[ALERT] worker-d: volume /var/lib/data at 97%; writes from email-dispatcher are failing in connectDb,"Volume /var/lib/data on worker-d filled to 97%, so email-dispatcher can no longer write (connectDb failed)."
[ALERT] consumer lag on webhooks.delivery: email-dispatcher is 16 messages behind; oldest message failed with ValidationError,A message on webhooks.delivery exhausted 16 redeliveries and was dead-lettered after email-dispatcher kept failing with ValidationError in syncReplica.
Container auth-gateway on worker-e terminated unexpectedly. Exit code 137. Process acquireLock exceeded the memory limit of 2048Mi.,An out-of-memory kill terminated auth-gateway on worker-e (exit 137); the acquireLock process breached the 2048Mi cap.
thumbnail-worker exited during startup: required environment variable CACHE_HOST is not set. acquireLock aborted with status 1.,A missing CACHE_HOST value stopped thumbnail-worker from booting (acquireLock exited 1).
[CRIT] notify-hub: permission denied for app_writer on customers during handleRequest (error 1044),"notify-hub was denied access to table customers: role app_writer lacks the required grant, producing error 1044 in handleRequest."
Message on emails.outbound was redelivered 15 times and moved to the dead-letter queue. Consumer inventory-sync raised JSONDecodeError in startContainer.,inventory-sync could not process a emails.outbound message — JSONDecodeError in startContainer across 15 attempts sent it to the dead-letter queue.
Client exceeded 120 requests per minute on /api/v1/search; cart-service is responding 429 with retry-after 60s.,Traffic to /api/v1/search passed 120 requests per minute and cart-service began returning 429 (retry after 60s).
[ALERT] notify-hub: 403 on /api/v1/orders — expired credentials (647m past validity),An expired token (647 minutes past validity) caused notify-hub to reject /api/v1/orders with 403.
ledger-service could not connect to the database on port 9042. Error 2002 in flushBuffer: connection refused after 5117ms.,ledger-service failed to reach the database: flushBuffer received a connection-refused error (code 2002) on port 9042 after 5117ms.
[ALERT] certificate for session-store is no longer valid (expired 81d); handshake rejected in startContainer,"session-store has an expired TLS certificate (81 days past validity), causing handshake failures in startContainer."
"[ALERT] throttling active on /api/v1/orders: backup-agent rejecting excess traffic with 429 (limit 120/min, retry after 5s)","backup-agent is throttling /api/v1/orders: the 120-per-minute limit was exceeded, so callers get 429 with a 5s retry-after."
ERROR service=report-builder host=node-10 oom_killed=true limit=512Mi function=handleRequest exit=137,An out-of-memory kill terminated report-builder on node-10 (exit 137); the handleRequest process breached the 512Mi cap.
"[CRIT] database unreachable from session-store: runMigration got error 2002 (connection refused, port 9042)",A database connection failure hit session-store; error 2002 in runMigration indicates the server on port 9042 refused the connection.
[CRIT] consumer lag on media.encode: email-dispatcher is 6 messages behind; oldest message failed with JSONDecodeError,A message on media.encode exhausted 6 redeliveries and was dead-lettered after email-dispatcher kept failing with JSONDecodeError in buildIndex.
ERROR service=order-api host=node-10 oom_killed=true limit=1024Mi function=syncReplica exit=137,An out-of-memory kill terminated order-api on node-10 (exit 137); the syncReplica process breached the 1024Mi cap.
Upstream catalog-api returned 502 for /api/v1/search after 17924ms. Circuit breaker in backup-agent is now open.,Repeated 502 errors from catalog-api on /api/v1/search tripped backup-agent's circuit breaker.
Name resolution failed for upstream inventory-sync: SERVFAIL. inventory-sync cannot reach it from node-09.,inventory-sync on node-09 cannot resolve its upstream inventory-sync — DNS returned SERVFAIL.
ERROR job=backup-snapshot host=worker-e elapsed_s=3496 exit=1 last_step=renewLease,The backup-snapshot scheduled job failed on worker-e: it exited 1 after 3496s while running renewLease.
[ALERT] cart-service: 401 on /api/v1/orders — expired credentials (170m past validity),An expired token (170 minutes past validity) caused cart-service to reject /api/v1/orders with 401.
TLS handshake with order-api failed: certificate expired 58 days ago. fetchUpstream aborted the connection.,"The TLS certificate presented by order-api lapsed 58 days ago, so the handshake in fetchUpstream was aborted."
[ALERT] consumer lag on reports.nightly: notify-hub is 15 messages behind; oldest message failed with ValidationError,A message on reports.nightly exhausted 15 redeliveries and was dead-lettered after notify-hub kept failing with ValidationError in buildIndex.
[ALERT] geo-resolver on node-09: lookup of payment-worker returned timeout,geo-resolver on node-09 cannot resolve its upstream payment-worker — DNS returned timeout.
[ALERT] node-07: volume /var/log at 99%; writes from ledger-service are failing in openChannel,"node-07 ran out of disk on /var/log (99% used), breaking ledger-service's openChannel."
Access denied for role migrator when search-indexer executed renewLease against table events. Error 1044.,Error 1044 in renewLease: the migrator role used by search-indexer has no access to events.
Query on customers from webhook-relay exceeded 15000ms and was cancelled. Statement timed out inside syncReplica.,The customers query issued by webhook-relay timed out at 15000ms inside syncReplica.
Request to /api/v1/search rejected with 403: the session token presented to report-builder expired 26 minutes ago.,report-builder returned 403 for /api/v1/search because the caller's token expired 26 minutes earlier.
Container inventory-sync on node-01 terminated unexpectedly. Exit code 137. Process resolveHost exceeded the memory limit of 256Mi.,The inventory-sync container on node-01 was killed with exit code 137 after resolveHost exceeded its 256Mi memory limit.
